LTS0202406 CC(C)c1ccc2c(c1)CC[C@H]1C(C)(C)CCC[C@]21C
LTS0228241 Cc1ccc2c(c1)C(C(C)C)CCC2C
LTS0017603 CC(C)c1ccc2c(c1)CC[C@@H]1[C@]2(C)CCC[C@@]1(C)C=O
LTS0096341 C=C(C)[C@@H]1CC[C@@]2(C)CCCC(=C)[C@@H]2C1
LTS0040030 CC(C)C1CCC2(C)C3CC4C(C13)C42C
LTS0139634 Cc1ccc2c(c1)[C@H](C(C)C)CC[C@@H]2C
LTS0270743 CC1=CC2C(=C(C)CCC2C(C)C)CC1
LTS0154650 CC1=CC2C(CC1)C(C)=CCC2C(C)C
LTS0103949 C=C1CC[C@@H](C(C)C)[C@@H]2C=C(C)CC[C@@H]12
LTS0259845 C=CC(C)(O)CCC1C(=C)CCC2C(C)(C)CCCC12C
LTS0267608 CC(C)c1ccc2c(c1)CCC1C2(C)CCC[C@@]1(C)C(=O)O
LTS0155478 C=C1CCC2C(=C)CCC(C(C)C)C2C1
LTS0002029 CC(C)C1=CC2=CC[C@H]3[C@](C)(C=O)CCC[C@]3(C)[C@H]2CC1
LTS0052920 C=C1CC[C@@H](C(C)C)[C@@H]2C=C(C)CC[C@H]12
LTS0022607 CC1=C[C@@H]2[C@H](CC1)C(C)=CC[C@H]2C(C)C
LTS0019321 CC1=C[C@@H]2C(=C(C)CC[C@H]2C(C)C)CC1
LTS0088895 CC(C)C1=CC2=CC[C@H]3[C@](C)(C(=O)O)CCC[C@]3(C)[C@H]2CC1
LTS0114300 CC(C)C1=CC2=C(CC1)C1(C)CCCC(C)(C=O)C1CC2
LTS0111070 C=C1CCC(C(C)C)C2C=C(C)CCC12
LTS0037617 CC(C)=C1C=C2CC[C@H]3[C@](C)(C(=O)O)CCC[C@]3(C)[C@H]2CC1
LTS0085475 C=C1C2CC2(C(C)C)C[C@H]1O
LTS0130529 CC1(C)C2CC=C(CO)C1C2
LTS0073057 CC(C)c1ccc2c(c1)CC[C@@H]1[C@]2(C)CCC[C@@]1(C)CO
LTS0197738 C=CC(C)(O)CCC=C(C)CCC=C(C)C
LTS0202475 CC1(C)C2CC=C(C=O)C1C2
LTS0145065 C=C[C@](C)(O)CC/C=C(\C)CCC=C(C)C
LTS0225699 C=C[C@]1(C)CC[C@@H](C(=C)C)C[C@H]1C(=C)C
LTS0273145 CC1=CC(=O)C(C(C)C)CC1
LTS0265986 CC(C)C12CC[C@](C)(O)[C@@H]1C2
LTS0224133 C=C1CCC2(C(C)C)CC12
LTS0051641 C/C1=C/C/C=C(C)/C=C\C(C(C)C)CC/C(C)=C\CC1
LTS0255273 Cc1ccc(C(C)C)c2c1CCC(C)C2
LTS0090925 CC(C)=CCCC(C)CCO
LTS0075278 CC(C)C1=CC2=CC[C@H]3C(C)(C)CCC[C@]3(C)[C@H]2CC1
LTS0142664 CC(C)(O)C1=CC2=CC[C@H]3[C@](C)(C(=O)O)CCC[C@]3(C)[C@H]2CC1
LTS0143321 CC(C)=CCC/C(C)=C1\CC=C(C)CC1
LTS0053605 C=C[C@@]1(C)CC[C@H]2C(=CC[C@H]3[C@](C)(C=O)CCC[C@]23C)C1
LTS0207129 C=C[C@]1(C)C=C2CC[C@H]3[C@](C)(C(=O)O)CCC[C@]3(C)[C@H]2CC1
LTS0039544 C=C1CC[C@H]2C(=C)CCC(C(C)C)C2C1
LTS0162801 C=C[C@@]1(C)CC[C@H]2C(=CC[C@H]3C(C)(C)CCC[C@@]32C)C1
LTS0190074 CC(C)=CCCC(C)c1ccc(C)cc1
LTS0049088 CC1=CC[C@H]2C(C)=CC[C@@H](C(C)C)[C@@H]2C1
LTS0046258 C=C1CC[C@H]2C(=C)CC[C@@H](C(C)C)[C@@H]2C1
LTS0171922 CC(C)C1=CC[C@H]2C(=C1)CC[C@H]1[C@](C)(C(=O)O)CCC[C@]21C
LTS0080510 CC1(C)[C@@H]2C[C@H]3[C@@H](C2)[C@]31C
LTS0086120 C=C[C@@]1(C)CC[C@H]2C(=CC[C@H]3[C@](C)(CO)CCC[C@]23C)C1
LTS0168132 CC[C@H](CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C)C(C)C
LTS0177371 CC(C)c1ccc2c(c1)CCC1C(C)(CO)CCCC21C
LTS0108574 C=C1C=C[C@H](C(C)C)CC1
LTS0143353 CC1=C(C)[C@@H]2CC[C@H]1C2
LTS0150156 CC(C)C1=CC2=CC[C@H]3[C@](C)(CO)CCC[C@]3(C)[C@H]2CC1
LTS0179930 CC1(C)C2CC3C(C2)C31C
LTS0252977 CC(C)c1ccc2c(c1)CC[C@@H]1[C@]2(C)CCC[C@@]1(C)C(=O)O
LTS0244943 C=C(C)[C@H]1CC=C(C)CC1
LTS0041645 C[C@H]1C(=O)CC[C@H]2[C@]3(C)CC[C@@]4(C)[C@@H]5CC(C)(C)CC[C@]5(C)CC[C@]4(C)[C@H]3CC[C@@]21C
LTS0057877 CC(C)[C@H](C)CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CCC4(C)[C@H]3CCC21C
LTS0046755 CC(C)C(C)CCC(C)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C
LTS0136858 CC1=CC=C(C(C)C)CC1
LTS0034017 CC(C)c1ccc2c(c1)CCC1C(C)(C(=O)O)CCCC21C
LTS0018584 C=C(CC[C@@H](C)[C@H]1CC[C@@]2(C)[C@@H]3CC[C@H]4C(C)(C)[C@@H](O)CC[C@@]45C[C@@]35CC[C@]12C)C(C)C
LTS0105576 CC1=C(C)C2CCC1C2
LTS0127116 CC1=C[C@H]2[C@@H](CC1)C(C)=CC[C@@H]2C(C)C
LTS0215566 CC(C)=CCCC(C)=CCO
LTS0080240 C=CC1(C)CCC2C(=CCC3C(C)(C)CCCC23C)C1
LTS0128839 C=CC(C)(O)CCC=C(C)C
LTS0118853 C=C1CC[C@@H](C(C)C)[C@H]2C=C(C)CC[C@@H]12
LTS0196043 C=C[C@@](C)(O)CCC=C(C)C
LTS0196198 CC(C)=CCC/C(C)=C1/CC=C(C)CC1
LTS0140257 CC1=CC[C@](O)(C(C)C)CC1
LTS0248662 C=C1[C@H]2CC[C@@H]3[C@H]2C(C)(C)CCC[C@]13C
LTS0109697 CC(C)=CCCC(C)=C1CC=C(C)CC1
LTS0216936 CC(C)=CCC[C@@H](C)c1ccc(C)cc1
LTS0064099 CC(C)c1ccc2c(c1)CCC1C(C)(C=O)CCCC21C
LTS0206738 C=C[C@@]1(C)C=C2CC[C@H]3[C@](C)(C(=O)O)CCC[C@]3(C)[C@H]2CC1
LTS0071189 CC(C)[C@]12CC[C@](C)(O)[C@H]1C2
LTS0085676 C=C1[C@@H]2CC[C@H]3[C@@H]2C(C)(C)CCC[C@@]13C
LTS0197809 C=C(C)C1CCC2(C)CCC=C(C)C2C1
LTS0211054 C=C1CC[C@H](C(C)C)[C@H]2C=C(C)CC[C@@H]12
LTS0232366 C=C1CCCC2(C)CCC(C(C)C)C=C12
LTS0210076 CC(C)c1ccc2c(c1)CCC1C(C)(C)CCCC21C
LTS0032357 CC1=CCC2C(C)=CCC(C(C)C)C2C1
LTS0258838 CC(C)=CCC/C(C)=C/CO
LTS0055643 CC(C)C1=CC2=CCC3C(C)(CCC[C@@]3(C)C(=O)O)C2CC1
LTS0051762 CC1=CC[C@H](C(C)(C)O)CC1
LTS0104041 CC1=C[C@H]2[C@H](CC1)C(C)=CC[C@@H]2C(C)C
LTS0012083 Cc1ccc2c(c1)[C@@H](C(C)C)CC[C@H]2C
LTS0004903 C=C1CCC[C@]2(C)CC[C@H](C(C)C)C=C12
LTS0223641 Cc1ccc(C(C)(C)O)cc1
LTS0024564 C=C(C)[C@@H]1CC[C@@]2(C)CCC=C(C)[C@@H]2C1
LTS0242824 CC1(C)[C@H]2CC[C@]1(C)[C@H](O)C2
LTS0112114 CC1(C)CCC[C@@]2(C)[C@@H]3C[C@H]4[C@@H]([C@@H]31)[C@]42C
LTS0043877 CC(C)(N)CO.CC(C)C1=CCC2C(=C1)CCC1C(C)(C(=O)O)CCCC21C
LTS0045089 CC(=O)O[C@]12CCC(C)=CC[C@]13CC[C@H]2[C@@](C)(/C=C/C=C(\C)C(=O)O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)OC3=O
LTS0217821 CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C=C(\C)CC/C=C(\C)CCC=C(C)C
LTS0182913 CO[C@@]1(C(C)C)C=C2C(=O)C[C@H]3[C@](C)(C(=O)O)CCC[C@]3(C)[C@H]2CC1
LTS0216958 COC(=O)CC[C@]12C[C@]13CC[C@]1(C)C4C(C)C[C@]5(CC(C)C(=O)O5)OC4CC1(C)C3CCC2C(C)(C)O
LTS0060450 CC(C)(O)c1ccc2c(c1)CCC1C(C)(CO)CCCC21C
LTS0054331 C[C@H](CC(=O)O)[C@]1(C)CC=C2C3=CC[C@H]4C(C)(C)[C@H](O)CC[C@]4(C)[C@@H]3CC[C@]21C
LTS0127150 CC(C)c1ccc2c(c1)C(=O)C[C@@H]1[C@]2(C)CCC[C@@]1(C)CO
LTS0137099 COC(=O)[C@]1(C)CCC[C@@]2(C)[C@H]1C[C@H]1C(=O)C[C@]3(C(C)C)CC[C@@]12O3
LTS0218860 CC(C)c1ccc2c(c1)C(O)CC1C(C)(CO)CCCC21C
LTS0122806 CC(=O)O[C@]12CC=C(C)[C@H](O)C[C@]13CC[C@H]2[C@@](C)(/C=C/C=C(\C)C(=O)O)OC3=O
LTS0179597 CCC(CCC(C)C1CCC2C3CC(=O)C4CC(=O)CCC4(C)C3CCC12C)C(C)C
LTS0070121 CC(C)C1=C[C@@]23CC[C@@H]4[C@](C)(CCC[C@@]4(C)C(=O)O)[C@H]2C[C@@H]1OO3
LTS0214835 CC[C@H](CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC(=O)[C@H]4CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C)C(C)C
LTS0121512 C=C(C)c1ccc2c(c1)CC[C@@H]1[C@]2(C)CCC[C@@]1(C)C(=O)O
LTS0216620 CC1=CC[C@@H]2C3C1[C@@]2(C)CC[C@H]3C(C)C
LTS0077845 C=C(CC[C@@H](C)[C@H]1CC[C@@]2(C)C3CC[C@H]4C(C)(C)[C@@H](O)CC[C@@]45C[C@@]35CC[C@]12C)C(C)C
LTS0080134 C=CC1(C)CCC(C(C)C)=CC1C(=C)C
LTS0222826 C[C@H]1[C@H](C)CC[C@]2(C)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@H]12
LTS0076903 CC1CC2(CC(C)C3C(CC4(C)C5CCC6C(C)(C)OC(=O)CC7OC5(CCC34C)CC76O)O2)OC1=O
LTS0193734 CC(C)(O)c1ccc2c(c1)C(O)CC1C(C)(CO)CCCC21C
LTS0221055 CC1=CC[C@]23CC[C@H]([C@@]2(O)CC1)[C@@](C)(C=CC=C(C)C(=O)O)OC3=O
LTS0054222 CC(C)=C1C=C2CC[C@H]3[C@](C)(CO)CCC[C@]3(C)[C@H]2CC1
LTS0179518 C[C@@H]1CC2(C[C@@H](C)C3[C@@H](CC4(C)CCCC5C6=CC(O)(CC[C@]34C)OC6=CC(=O)OC5(C)C)O2)OC1=O
LTS0048226 CC1CC2(CC(C)C3C(CC4(C)C5CCC6C(C)(C)OCC(=O)C7OOC(CC34C)C5CC76O)O2)OC1=O
LTS0140206 CC(C)(O)c1ccc2c(c1)C(=O)C[C@@H]1[C@]2(C)CCC[C@@]1(C)O
LTS0099773 CC1(C(=O)O)CCCC2(C)C3CCC(O)(C(C)(C)O)C=C3C(O)CC12
LTS0157040 CC1(CO)CCCC2(C)C3CCC(=O)C=C3C(O)CC12
LTS0101863 C=C(C)[C@@H]1CC[C@]2(CO)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12
LTS0087022 CC1=CC[C@]23CC[C@H]([C@@]2(O)CC1)[C@@](C)(/C=C/C=C(\C)C(=O)O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)OC3=O
LTS0089496 CC1C[C@]2(C[C@@H](C)C(=O)O2)O[C@@H]2CC3(C)[C@@H]4CCC5C(C)(C)OC(=O)C[C@H]6OO[C@]4(CC[C@]3(C)C12)CC56O
LTS0026556 CC1C[C@]2(C[C@@H](C)C(=O)O2)OC2CC3(C)C4CCC5C(C)(C)OC(=O)CC[C@@]56C[C@@]46CC[C@]3(C)C12
LTS0031283 C=C(CC[C@@H](C)[C@H]1CC[C@@]2(C)[C@@H]3CC[C@H]4C(C)(C)C(=O)CC[C@@]45C[C@@]35CC[C@]12C)C(C)C
LTS0102631 CC1CC2(CC(C)C3C(CC4(C)C5CCC6C7CC5(CCC34C)OOC7CC(=O)OC6(C)C)O2)OC1=O
LTS0100638 CC1(C)C2=CCCC(C)(C)C23CCC1C3
LTS0110913 CC[C@H](CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C)C(C)C
LTS0200286 CC(=O)OC12CC=C(C)C(O)CC13CCC2C(C)(C=CC=C(C)C(=O)O)OC3=O
LTS0067556 C=C1[C@@H]2CC[C@@H](C2)C1(C)C
LTS0109991 CC(C)(O)[C@]1(O)C=C2[C@H](O)C[C@@H]3[C@](C)(CCC[C@@]3(C)CO)[C@H]2CC1
LTS0189059 CC1(C)[C@H]2CC[C@]1(C)[C@@H](O)C2
LTS0115945 CC(=O)OC12CC=C(C)C(=O)CC13CCC2C(C)(C=CC=C(C)C(=O)O)OC3=O
LTS0182151 CC(C)=CCC/C(C)=C\CC/C(C)=C/CO
LTS0035599 C=CC(C)(O)CCC1C(=C)CCC2C(C)(CO)CCCC12C
LTS0115745 C=CCC(O)CCC1C(=C)CC(OC(C)=O)C2C(C)(C)CCCC12C
LTS0115730 C=C/C(C)=C\C[C@@H]1[C@@]2(C)CCC[C@](C)(CO)[C@@H]2CC[C@@]1(C)O
LTS0056849 COC(=O)[C@]1(C)CCC[C@@]2(C)[C@H]1CC(=O)C1=C[C@@]3(C(C)C)CC[C@]12OO3
LTS0106545 CC(C)c1ccc2c(c1)CC[C@@H]1[C@]2(C)CCC[C@@]1(C)COC(=O)CCC(=O)O
LTS0114672 COC(=O)C1(C)CCCC2(C)C1CC1C(=O)CC3(C(C)C)CCC12O3
LTS0109257 COC(=O)C1=CC[C@]23CC[C@H]([C@@]2(O)CC1)[C@@](C)(CCC(=O)O)OC3=O
LTS0175689 CC(=O)[C@H]1CC[C@@H]2[C@H]1[C@H](C(C)C)CC[C@@]2(C)O
LTS0091905 CC12CCC(CC1=O)C2(C)C
LTS0051340 CC(C)c1ccc2c(c1)C(=O)CC1C(C)(C(=O)O)CCCC21C
LTS0179761 CC[C@H](CC[C@@H](C)[C@H]1CC[C@H]2[C@H]3CC[C@H]4CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C)C(C)C
LTS0034434 CC(C)c1ccc2c(c1)[C@@H](O)C[C@@H]1[C@]2(C)CCC[C@@]1(C)C(=O)O
LTS0035632 C[C@@H]1C[C@]2(C[C@@H](C)[C@H]3[C@@H](C[C@@]4(C)[C@@H]5CC[C@H]6C(C)(C)OC(=O)C[C@H]7OO[C@]5(CC[C@]34C)C[C@]76O)O2)OC1=O
LTS0106103 C[C@@H]1C[C@]2(C[C@@H](C)[C@H]3[C@@H](C[C@@]4(C)CCC[C@@H]5C6=C[C@](O)(CC[C@]34C)OC6=CC(=O)OC5(C)C)O2)OC1=O
LTS0088733 C=C(C)c1ccc2c(c1)CCC1C(C)(C(=O)O)CCCC21C
LTS0184052 CC(C)[C@@]12CC[C@@H]3[C@@]4(C)CCC[C@@](C)(C(=O)O)[C@@H]4C[C@H]4O[C@]43[C@@H]1O2
LTS0120392 CC1CC2(CC(C)C3C(CC4(C)C5CCC6C(C)(C)OC7(C)OC5(CCC34C)CC67O)O2)OC1=O
LTS0116457 CC1CC2(CC(C)C3C(CC4(C)CCCC5C6=CC(CCC34C)OC6=CC(=O)OC5(C)C)O2)OC1=O
LTS0274333 CC(C)(O)c1ccc2c(c1)CC[C@@H]1[C@]2(C)CCC[C@@]1(C)C(=O)O
LTS0148327 CC(=O)O[C@]12CC=C(C)C=C[C@]13CC[C@H]2[C@](C)(/C=C/C=C(\C)C(=O)O)OC3=O
LTS0136437 CC1=C[C@H]2C(C(C)C)CC[C@@](C)(O)[C@H]2CC1
LTS0130338 COC(=O)C1(C)CCCC2(C)C3CCC(C(C)C)=CC3=CCC12
LTS0256646 CC1=CC[C@@]23CC1C(C)(C)[C@@H]2CC[C@H]3C
LTS0139452 CC(C)(O)c1ccc2c(c1)CCC1C(C)(O)CCCC21C
LTS0204629 CC(C)[C@@H](C)CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C
LTS0206196 C=C1[C@@H]2CC[C@H]3[C@H]2C(C)(C)CCC[C@@]13C
LTS0136396 CC(C)C(=O)CC[C@@H](C)[C@H]1CC[C@@]2(C)[C@@H]3CC[C@H]4C(C)(C)C(=O)CC[C@@]45C[C@@]35CC[C@]12C
LTS0206935 CC1=C[C@H]2[C@H](C(C)C)CC[C@@](C)(O)[C@@H]2CC1
LTS0178821 COC(=O)C1(C)CCCC2(C)Oc3ccc(C(C)C)cc3CCC21
LTS0163697 CC(=O)O[C@]12CC=C(C)C=C[C@]13CC[C@H]2[C@@](C)(/C=C/C=C(\C)C(=O)O)OC3=O
LTS0262857 C[C@@H]1C[C@]2(C[C@@H](C)[C@H]3[C@@H](C[C@@]4(C)[C@@H]5CC[C@H]6C(C)(C)OC(=O)C=C[C@]67C[C@@]5(CC[C@]34C)OO7)O2)OC1=O
LTS0152368 C=CC(C)(O)CCC1C(=C)CCC2C(C)(C=O)CCCC12C
LTS0150422 CC1CC2(CC(C)C3C(CC4(C)C5CCC6C(C)(C)OC(=O)CC7OOC5(CCC34C)CC76O)O2)OC1=O
LTS0272380 CC1=CC2C(C(C)C)CCC(C)(O)C2CC1
LTS0138699 COC(=O)C1=CCC23CCC(C(C)(CCC(=O)O)OC2=O)C3(OC(C)=O)CC1
LTS0191124 COC(=O)C1=CC[C@]2(OC(C)=O)[C@H]3CC[C@]2(C[C@H]1O)C(=O)O[C@]3(C)/C=C/C=C(\C)C(=O)O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O
LTS0155411 CC(CC(=O)O)C1(C)CC=C2C3=CCC4C(C)(C)C(O)CCC4(C)C3CCC21C
LTS0151331 CC(C)c1ccc2c(c1)C(=O)CC1C(C)(CO)CCCC21C
LTS0193661 C=C1C/C=C/C(C)(C)C/C=C(\C)CCC1
LTS0147733 CC(C)C(=O)CC[C@H]1C(C=O)=CC[C@H]2[C@](C)(C(=O)O)CCC[C@]12C
LTS0150656 COC(=O)[C@]1(C)CCC[C@]2(C)Oc3ccc(C(C)C)cc3CC[C@H]21
LTS0152886 COC(=O)C1=CCC23CCC(C(C)(C=CC=C(C)C(=O)O)OC2=O)C3(O)CC1
LTS0142797 C=CC[C@@H](O)CC[C@H]1C(=C)C[C@H](O)[C@H]2C(C)(C)CCC[C@]12C
LTS0161330 CC[C@H](CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CCC4CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C)C(C)C
LTS0119894 CC(=O)C1CCC2C1C(C(C)C)CCC2(C)O
LTS0251864 CC1(C)CC[C@]2(C)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1
LTS0090837 C=C[C@@]1(C)CCC(C(C)C)=C[C@@H]1C(=C)C
LTS0080159 CC(C)(O)[C@]1(O)C=C2C(=O)C[C@@H]3[C@](C)(CCC[C@@]3(C)CO)[C@H]2CC1
LTS0150836 CC(=O)O[C@@]12CCC(C)=CC[C@]13CC[C@H]2[C@](C)(/C=C/C=C(\C)C(=O)O)OC3=O
LTS0157173 CC1=CCC(C(C)C)C=C1
LTS0092318 C[C@]1(CO)CCC[C@]2(C)[C@@H]1CC[C@]13C=C(C(=O)O)[C@H](CC[C@@H]21)C3
LTS0171116 CC(C)(O)c1ccc2c(c1)C(=O)CC1C(C)(O)CCCC21C
LTS0232782 C=C/C(C)=C\C[C@@H]1[C@@]2(C)CCC[C@](C)(COC(C)=O)[C@@H]2CC[C@@]1(C)O
LTS0108757 C=C1CC[C@H]2C[C@@H]1C2(C)C
LTS0146071 C=C/C(C)=C\C[C@@H]1[C@@]2(C)CCC[C@](C)(C=O)[C@@H]2CC[C@@]1(C)O
LTS0142911 COC(=O)C1=CCC23CCC(C(C)(C=CC=C(C)C(=O)OCC(O)CO)OC2=O)C3(O)CC1
LTS0136726 CCC(CCC(C)C1CCC2C3CCC4CC(=O)CCC4(C)C3CCC12C)C(C)C
LTS0257528 CC(C)c1ccc2c(c1)C(O)CC1C(C)(O)CCCC21C
LTS0250199 CC1=CC[C@@H]2[C@H](C1)C2(C)C
LTS0130221 CC(C)[C@]1(O)C=C2C(=O)C[C@H]3[C@](C)(C(=O)O)CCC[C@]3(C)[C@H]2CC1
LTS0113570 CC(=O)O[C@]12CC=C(C)C(=O)C[C@]13CC[C@H]2[C@@](C)(/C=C/C=C(\C)C(=O)O)OC3=O
LTS0183990 CC(C)(O)c1cc2c(cc1O)C1(C)CCCC(C)(C(=O)O)C1CC2
LTS0184224 CC(C)C1=CC[C@H]2C(=C1)CC[C@H]1[C@](C)(CO)CCC[C@]21C
LTS0118134 COC(=O)C1=CCC23CCC(C(C)(C=CC=C(C)C(=O)O)OC2=O)C3(OC(C)=O)CC1
LTS0255316 C[C@@H]1C[C@]2(C[C@@H](C)[C@H]3[C@@H](C[C@@]4(C)[C@@H]5CC[C@H]6C(C)(C)OC(=O)CC[C@@]67C[C@]57CC[C@]34C)O2)OC1=O
LTS0225868 CC1=CCC23CCC(C(C)(/C=C/C=C(C)C(=O)OCC(O)CO)OC2=O)C3(O)CC1
LTS0255772 CC1(C)C2=CCCC(C)(C)[C@]23CC[C@H]1C3
LTS0256952 C=C(C)[C@@H]1CC[C@]2(C)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12
LTS0092510 CC(C)=C1C=C2CC[C@H]3[C@](C)(C=O)CCC[C@]3(C)[C@H]2CC1
LTS0180245 CC(C)(O)c1ccc2c(c1)C(O)CC1C(C)(O)CCCC21C
LTS0264985 COC(=O)C1=CCC23CCC(C(C)(C=CC=C(C)C(=O)OC4OC(CO)C(O)C(O)C4O)OC2=O)C3(OC(C)=O)CC1
LTS0258092 CC(=O)[C@H]1CC[C@@H]2[C@@H]1[C@H](C(C)C)CC[C@@]2(C)O
LTS0049641 CC1(C)CC[C@]23CC[C@]4(C)C(CC[C@@H]5[C@@]6(C)CC[C@H](O)C(C)(C)[C@@H]6CC[C@]54C)[C@H]2C1OC3
LTS0205091 CC1=CC[C@@]23CC[C@@H]([C@](C)(/C=C/C=C(\C)C(=O)O)OC2=O)[C@@]3(O)CC1
LTS0252062 CC(CCC(O)C(C)(C)O)C1CCC2(C)C3CCC4C(C)(CCC(O)C4(C)C)C3=CCC12C
